,city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id
16052,Hof,Hof,50.3167,11.9167,Germany,DE,DEU,Bayern,minor,45930.0,1276561363
16085,Rodgau,Rodgau,50.0167,8.8833,Germany,DE,DEU,Hessen,,45847.0,1276173536
16110,Gotha,Gotha,50.9489,10.7183,Germany,DE,DEU,Thüringen,minor,45733.0,1276679639
16129,Bünde,Bunde,52.2,8.6,Germany,DE,DEU,Nordrhein-Westfalen,,45521.0,1276719683
16133,Kaufbeuren,Kaufbeuren,47.88,10.6225,Germany,DE,DEU,Bayern,minor,45118.0,1276496301
16143,Wittenberg,Wittenberg,51.8671,12.6484,Germany,DE,DEU,Sachsen-Anhalt,minor,46008.0,1276533652
16152,Bruchsal,Bruchsal,49.1333,8.6,Germany,DE,DEU,Baden-Württemberg,,45644.0,1276034362
16160,Albstadt,Albstadt,48.2119,9.0239,Germany,DE,DEU,Baden-Württemberg,,45737.0,1276969750
16167,Weinheim,Weinheim,49.55,8.6667,Germany,DE,DEU,Baden-Württemberg,,45284.0,1276001742
16176,Erkrath,Erkrath,51.2239,6.9147,Germany,DE,DEU,Nordrhein-Westfalen,,44384.0,1276917229
16225,Brühl,Bruhl,50.8333,6.9,Germany,DE,DEU,Nordrhein-Westfalen,,44397.0,1276307796
16265,Memmingen,Memmingen,47.9878,10.1811,Germany,DE,DEU,Bayern,minor,44721.0,1276229376
16279,Falkensee,Falkensee,52.5583,13.0917,Germany,DE,DEU,Brandenburg,,44280.0,1276126886
16366,Neustadt am Rübenberge,Neustadt am Rubenberge,52.5,9.4667,Germany,DE,DEU,Niedersachsen,,44796.0,1276887904
16382,Kaarst,Kaarst,51.2167,6.6167,Germany,DE,DEU,Nordrhein-Westfalen,,43661.0,1276322915
16401,Lehrte,Lehrte,52.3667,9.9667,Germany,DE,DEU,Niedersachsen,,44369.0,1276716840
16428,Bietigheim-Bissingen,Bietigheim-Bissingen,48.9667,9.1333,Germany,DE,DEU,Baden-Württemberg,,43146.0,1276916733
16521,Kamen,Kamen,51.5917,7.6653,Germany,DE,DEU,Nordrhein-Westfalen,,42971.0,1276465116
16553,Erkelenz,Erkelenz,51.0833,6.3167,Germany,DE,DEU,Nordrhein-Westfalen,,43492.0,1276067473
16562,Wismar,Wismar,53.9,11.4667,Germany,DE,DEU,Mecklenburg-Vorpommern,minor,42785.0,1276660084
16625,Siegburg,Siegburg,50.8014,7.2044,Germany,DE,DEU,Nordrhein-Westfalen,minor,41660.0,1276838674
16632,Gifhorn,Gifhorn,52.4886,10.5464,Germany,DE,DEU,Niedersachsen,minor,42993.0,1276793894
16643,Heinsberg,Heinsberg,51.0631,6.0964,Germany,DE,DEU,Nordrhein-Westfalen,minor,42888.0,1276000099
16664,Germering,Germering,48.1333,11.3667,Germany,DE,DEU,Bayern,,41387.0,1276002965
16666,Borken,Borken,51.8333,6.8667,Germany,DE,DEU,Nordrhein-Westfalen,minor,42974.0,1276778327
16679,Laatzen,Laatzen,52.3167,9.8,Germany,DE,DEU,Niedersachsen,,41965.0,1276954154
16707,Nettetal,Nettetal,51.3167,6.2833,Germany,DE,DEU,Nordrhein-Westfalen,,42508.0,1276049262
16728,Dreieich,Dreieich,50.0,8.7,Germany,DE,DEU,Hessen,,42091.0,1276481123
16744,Amberg,Amberg,49.4444,11.8483,Germany,DE,DEU,Bayern,minor,41994.0,1276551955
16747,Eisenach,Eisenach,50.9761,10.3206,Germany,DE,DEU,Thüringen,minor,42370.0,1276000880
16750,Aurich,Aurich,53.4714,7.4836,Germany,DE,DEU,Niedersachsen,minor,42544.0,1276424784
16847,Seevetal,Seevetal,53.3833,10.0333,Germany,DE,DEU,Niedersachsen,,41931.0,1276709038
16850,Homburg,Homburg,49.3167,7.3333,Germany,DE,DEU,Saarland,minor,41811.0,1276520056
16858,Ansbach,Ansbach,49.3,10.5833,Germany,DE,DEU,Bayern,minor,41847.0,1276572551
16872,Nordhausen,Nordhausen,51.505,10.7911,Germany,DE,DEU,Thüringen,minor,41791.0,1276946322
16878,Schwabach,Schwabach,49.3292,11.0208,Germany,DE,DEU,Bayern,minor,41146.0,1276017987
16895,Coburg,Coburg,50.2667,10.9667,Germany,DE,DEU,Bayern,minor,41249.0,1276428862
16925,Kirchheim unter Teck,Kirchheim unter Teck,48.6483,9.4511,Germany,DE,DEU,Baden-Württemberg,,40954.0,1276389368
16926,Nürtingen,Nurtingen,48.6333,9.3333,Germany,DE,DEU,Baden-Württemberg,,41093.0,1276408465
16936,Wunstorf,Wunstorf,52.4275,9.4294,Germany,DE,DEU,Niedersachsen,,41594.0,1276079483
16963,Eberswalde,Eberswalde,52.8333,13.8333,Germany,DE,DEU,Brandenburg,minor,41103.0,1276311453
16974,Königswinter,Konigswinter,50.6736,7.1947,Germany,DE,DEU,Nordrhein-Westfalen,,41243.0,1276951419
17037,Schwäbisch Hall,Schwabisch Hall,49.1122,9.7375,Germany,DE,DEU,Baden-Württemberg,minor,41141.0,1276556451
17056,Leinfelden-Echterdingen,Leinfelden-Echterdingen,48.6928,9.1428,Germany,DE,DEU,Baden-Württemberg,,40100.0,1276447188
17071,Hückelhoven,Huckelhoven,51.0608,6.2197,Germany,DE,DEU,Nordrhein-Westfalen,,40712.0,1276391695
17079,Bensheim,Bensheim,49.6667,8.6167,Germany,DE,DEU,Hessen,,40629.0,1276256416
17086,Freiberg,Freiberg,50.9119,13.3428,Germany,DE,DEU,Sachsen,minor,40461.0,1276914988
17119,Ostfildern,Ostfildern,48.7333,9.25,Germany,DE,DEU,Baden-Württemberg,,39376.0,1276855000
17120,Lemgo,Lemgo,52.0272,8.9117,Germany,DE,DEU,Nordrhein-Westfalen,,40696.0,1276164957
17131,Pirmasens,Pirmasens,49.2,7.6,Germany,DE,DEU,Rheinland-Pfalz,minor,40403.0,1276000134
17201,Neumarkt,Neumarkt,49.2833,11.4667,Germany,DE,DEU,Bayern,minor,40274.0,1276002746
17211,Weißenfels,Weissenfels,51.2,11.9667,Germany,DE,DEU,Sachsen-Anhalt,,40409.0,1276292106
17222,Buchholz in der Nordheide,Buchholz in der Nordheide,53.3167,9.8667,Germany,DE,DEU,Niedersachsen,,40164.0,1276859084
17229,Buxtehude,Buxtehude,53.4769,9.7011,Germany,DE,DEU,Niedersachsen,,40150.0,1276767530
17237,Löhne,Lohne,52.2,8.7,Germany,DE,DEU,Nordrhein-Westfalen,,39977.0,1276788847
17258,Freital,Freital,51.0167,13.65,Germany,DE,DEU,Sachsen,,39577.0,1276672229
17264,Halberstadt,Halberstadt,51.8958,11.0467,Germany,DE,DEU,Sachsen-Anhalt,minor,40256.0,1276900818
17267,Maintal,Maintal,50.15,8.8333,Germany,DE,DEU,Hessen,,39298.0,1276616960
17278,Hofheim,Hofheim,50.0833,8.45,Germany,DE,DEU,Hessen,minor,39766.0,1276364825
17303,Schorndorf,Schorndorf,48.8,9.5333,Germany,DE,DEU,Baden-Württemberg,,39642.0,1276068626
17358,Neu Isenburg,Neu Isenburg,50.05,8.7,Germany,DE,DEU,Hessen,,38532.0,1276467901
17376,Ettlingen,Ettlingen,48.9333,8.4,Germany,DE,DEU,Baden-Württemberg,,39339.0,1276126657
17383,Völklingen,Volklingen,49.25,6.8333,Germany,DE,DEU,Saarland,,39428.0,1276052749
17392,Langen,Langen,49.9833,8.6667,Germany,DE,DEU,Hessen,,38651.0,1276365275
17408,Ahaus,Ahaus,52.0667,7.0,Germany,DE,DEU,Nordrhein-Westfalen,,39658.0,1276411347
17434,Würselen,Wurselen,50.8167,6.1333,Germany,DE,DEU,Nordrhein-Westfalen,,38712.0,1276620771
17455,Niederkassel,Niederkassel,50.8167,7.0333,Germany,DE,DEU,Nordrhein-Westfalen,,38694.0,1276316077
17460,Pirna,Pirna,50.9622,13.9403,Germany,DE,DEU,Sachsen,minor,39027.0,1276247543
17465,Mettmann,Mettmann,51.25,6.9667,Germany,DE,DEU,Nordrhein-Westfalen,minor,38829.0,1276000749
17499,Stendal,Stendal,52.6,11.85,Germany,DE,DEU,Sachsen-Anhalt,minor,39439.0,1276016814
17572,Ilmenau,Ilmenau,50.6839,10.9194,Germany,DE,DEU,Thüringen,,39017.0,1276541405
17606,Wesseling,Wesseling,50.8167,6.9667,Germany,DE,DEU,Nordrhein-Westfalen,,37519.0,1276392642
17651,Bitterfeld,Bitterfeld,51.6167,12.3167,Germany,DE,DEU,Sachsen-Anhalt,,38475.0,1276169908
17661,Bautzen,Bautzen,51.1814,14.4242,Germany,DE,DEU,Sachsen,minor,38261.0,1276088190
17671,Fürstenfeldbruck,Furstenfeldbruck,48.1778,11.2556,Germany,DE,DEU,Bayern,minor,37677.0,1276347995
17701,Königs Wusterhausen,Konigs Wusterhausen,52.2917,13.625,Germany,DE,DEU,Brandenburg,,38283.0,1276871907
17745,Backnang,Backnang,48.9464,9.4306,Germany,DE,DEU,Baden-Württemberg,,37558.0,1276031423
17760,Kamp-Lintfort,Kamp-Lintfort,51.5,6.5333,Germany,DE,DEU,Nordrhein-Westfalen,,37847.0,1276081102
17814,Papenburg,Papenburg,53.0667,7.4,Germany,DE,DEU,Niedersachsen,,37885.0,1276460693
17867,Greven,Greven,52.0917,7.6083,Germany,DE,DEU,Nordrhein-Westfalen,,37700.0,1276669554
17890,Kehl,Kehl,48.5667,7.8167,Germany,DE,DEU,Baden-Württemberg,,37378.0,1276615908
18004,Warendorf,Warendorf,51.9539,7.9933,Germany,DE,DEU,Nordrhein-Westfalen,minor,37226.0,1276005733
18062,Suhl,Suhl,50.6106,10.6931,Germany,DE,DEU,Thüringen,minor,36955.0,1276059886
18078,Erding,Erding,48.2833,11.9,Germany,DE,DEU,Bayern,minor,36469.0,1276458355
18095,Tuttlingen,Tuttlingen,47.985,8.8233,Germany,DE,DEU,Baden-Württemberg,minor,36672.0,1276649477
18100,Beckum,Beckum,51.755,8.0403,Germany,DE,DEU,Nordrhein-Westfalen,,36737.0,1276000534
18179,Cloppenburg,Cloppenburg,52.85,8.05,Germany,DE,DEU,Niedersachsen,minor,36183.0,1276769960
18192,Coesfeld,Coesfeld,51.95,7.1667,Germany,DE,DEU,Nordrhein-Westfalen,minor,36382.0,1276053897
18212,Limburg,Limburg,50.3833,8.0667,Germany,DE,DEU,Hessen,minor,35783.0,1276188257
18223,Voerde,Voerde,51.6,6.6833,Germany,DE,DEU,Nordrhein-Westfalen,,35889.0,1276242749
18240,Emsdetten,Emsdetten,52.1728,7.5344,Germany,DE,DEU,Nordrhein-Westfalen,,36012.0,1276439566
18249,Mühlhausen,Muhlhausen,51.2167,10.45,Germany,DE,DEU,Thüringen,minor,36200.0,1276181580
18267,Sankt Ingbert,Sankt Ingbert,49.3,7.1167,Germany,DE,DEU,Saarland,,35714.0,1276174089
18311,Bad Vilbel,Bad Vilbel,50.1781,8.7361,Germany,DE,DEU,Hessen,,34905.0,1276387851
18324,Ingelheim,Ingelheim,49.9747,8.0564,Germany,DE,DEU,Rheinland-Pfalz,minor,35486.0,1276699130
18352,Dietzenbach,Dietzenbach,50.0167,8.7833,Germany,DE,DEU,Hessen,,34517.0,1276741284
18378,Porta Westfalica,Porta Westfalica,52.2167,8.9333,Germany,DE,DEU,Nordrhein-Westfalen,,35671.0,1276426167
18387,Sinsheim,Sinsheim,49.25,8.8833,Germany,DE,DEU,Baden-Württemberg,,35707.0,1276820270
18397,Winsen,Winsen,53.3667,10.2167,Germany,DE,DEU,Niedersachsen,minor,35630.0,1276491512
18494,Mörfelden-Walldorf,Morfelden-Walldorf,50.0,8.5833,Germany,DE,DEU,Hessen,,34828.0,1276425407
18497,Meppen,Meppen,52.6936,7.2928,Germany,DE,DEU,Niedersachsen,minor,35415.0,1276180771
18508,Leer,Leer,53.2308,7.4528,Germany,DE,DEU,Niedersachsen,minor,35078.0,1276392695
18541,Lage,Lage,51.9889,8.7944,Germany,DE,DEU,Nordrhein-Westfalen,,35047.0,1276243855
18553,Radebeul,Radebeul,51.1,13.65,Germany,DE,DEU,Sachsen,,34151.0,1276277969
18572,Datteln,Datteln,51.6539,7.3417,Germany,DE,DEU,Nordrhein-Westfalen,,34876.0,1276259793
18588,Saarlouis,Saarlouis,49.3167,6.75,Germany,DE,DEU,Saarland,minor,34552.0,1276663502
18626,Wermelskirchen,Wermelskirchen,51.15,7.2167,Germany,DE,DEU,Nordrhein-Westfalen,,34765.0,1276444512
18639,Crailsheim,Crailsheim,49.1347,10.0706,Germany,DE,DEU,Baden-Württemberg,,34862.0,1276001596
18645,Ahrensburg,Ahrensburg,53.6747,10.2411,Germany,DE,DEU,Schleswig-Holstein,,34201.0,1276744963
18652,Wedel,Wedel,53.5833,9.7,Germany,DE,DEU,Schleswig-Holstein,,34151.0,1276016066
18675,Kempen,Kempen,51.3658,6.4194,Germany,DE,DEU,Nordrhein-Westfalen,,34597.0,1276967592
18683,Seelze,Seelze,52.3961,9.5981,Germany,DE,DEU,Niedersachsen,,34442.0,1276781689
18705,Balingen,Balingen,48.2731,8.8506,Germany,DE,DEU,Baden-Württemberg,minor,34604.0,1276586382
18716,Steinfurt,Steinfurt,52.1475,7.3442,Germany,DE,DEU,Nordrhein-Westfalen,minor,34645.0,1276842137
18730,Deggendorf,Deggendorf,48.8333,12.9667,Germany,DE,DEU,Bayern,minor,34454.0,1276512590
18732,Goch,Goch,51.6839,6.1619,Germany,DE,DEU,Nordrhein-Westfalen,,34593.0,1276890926
18788,Merseburg,Merseburg,51.3544,11.9928,Germany,DE,DEU,Sachsen-Anhalt,minor,34080.0,1276735436
18789,Zweibrücken,Zweibrucken,49.25,7.3667,Germany,DE,DEU,Rheinland-Pfalz,minor,34209.0,1276900149
18800,Barsinghausen,Barsinghausen,52.3,9.4811,Germany,DE,DEU,Niedersachsen,,34327.0,1276183527
18819,Hemer,Hemer,51.3833,7.7667,Germany,DE,DEU,Nordrhein-Westfalen,,34080.0,1276327126
18867,Korschenbroich,Korschenbroich,51.1833,6.5167,Germany,DE,DEU,Nordrhein-Westfalen,,33786.0,1276206387
18939,Viernheim,Viernheim,49.5417,8.5786,Germany,DE,DEU,Hessen,,34189.0,1276924320
18942,Geldern,Geldern,51.5197,6.3325,Germany,DE,DEU,Nordrhein-Westfalen,,33836.0,1276273584
18945,Biberach,Biberach,48.1,9.7833,Germany,DE,DEU,Baden-Württemberg,minor,33708.0,1276241010
18981,Stuhr,Stuhr,53.0167,8.75,Germany,DE,DEU,Niedersachsen,,33678.0,1276158158
19041,Uelzen,Uelzen,52.9647,10.5658,Germany,DE,DEU,Niedersachsen,minor,33629.0,1276042012
19069,Bad Nauheim,Bad Nauheim,50.3667,8.75,Germany,DE,DEU,Hessen,,32777.0,1276664999
19102,Schwedt (Oder),Schwedt (Oder),53.05,14.2667,Germany,DE,DEU,Brandenburg,,33525.0,1276552729
19103,Vechta,Vechta,52.7306,8.2886,Germany,DE,DEU,Niedersachsen,minor,33309.0,1276147280
19124,Rheinfelden (Baden),Rheinfelden (Baden),47.5611,7.7917,Germany,DE,DEU,Baden-Württemberg,,33074.0,1276547516
19261,Forchheim,Forchheim,49.7197,11.0581,Germany,DE,DEU,Bayern,minor,32433.0,1276030665
19274,Lampertheim,Lampertheim,49.6,8.4667,Germany,DE,DEU,Hessen,,32682.0,1276406891
19305,Itzehoe,Itzehoe,53.925,9.5164,Germany,DE,DEU,Schleswig-Holstein,minor,31879.0,1276277285
19315,Jülich,Julich,50.9222,6.3583,Germany,DE,DEU,Nordrhein-Westfalen,,32635.0,1276891190
19332,Bernburg,Bernburg,51.8,11.7333,Germany,DE,DEU,Sachsen-Anhalt,minor,32674.0,1276331294
19343,Wernigerode,Wernigerode,51.835,10.7853,Germany,DE,DEU,Sachsen-Anhalt,,32733.0,1276322228
19363,Achim,Achim,53.0653,9.0342,Germany,DE,DEU,Niedersachsen,,32379.0,1276242263
19391,Altenburg,Altenburg,50.985,12.4333,Germany,DE,DEU,Thüringen,minor,32074.0,1276224301
19424,Naumburg,Naumburg,51.15,11.8167,Germany,DE,DEU,Sachsen-Anhalt,minor,32402.0,1276335227
19444,Fürstenwalde,Furstenwalde,52.3667,14.0667,Germany,DE,DEU,Brandenburg,,32120.0,1276767308
19467,Geesthacht,Geesthacht,53.4375,10.3675,Germany,DE,DEU,Schleswig-Holstein,,31539.0,1276117326
19474,Delbrück,Delbruck,51.7667,8.5667,Germany,DE,DEU,Nordrhein-Westfalen,,32266.0,1276424035
19499,Herrenberg,Herrenberg,48.5967,8.8708,Germany,DE,DEU,Baden-Württemberg,,31918.0,1276549799
19501,Georgsmarienhütte,Georgsmarienhutte,52.2,8.0667,Germany,DE,DEU,Niedersachsen,,31827.0,1276001308
19555,Bramsche,Bramsche,52.4,7.9833,Germany,DE,DEU,Niedersachsen,,32103.0,1276405075
19564,Oer-Erkenschwick,Oer-Erkenschwick,51.6422,7.2508,Germany,DE,DEU,Nordrhein-Westfalen,,31442.0,1276269090
19604,Radolfzell am Bodensee,Radolfzell am Bodensee,47.7333,8.9667,Germany,DE,DEU,Baden-Württemberg,,31582.0,1276934854
19690,Hoyerswerda,Hoyerswerda,51.4333,14.25,Germany,DE,DEU,Sachsen,,31575.0,1276992982
19706,Gevelsberg,Gevelsberg,51.3167,7.3333,Germany,DE,DEU,Nordrhein-Westfalen,,30695.0,1276634761
19729,Ganderkesee,Ganderkesee,53.0358,8.5483,Germany,DE,DEU,Niedersachsen,,31578.0,1276035845
19730,Weil am Rhein,Weil am Rhein,47.5947,7.6108,Germany,DE,DEU,Baden-Württemberg,,30251.0,1276439955
19758,Haan,Haan,51.1667,7.0,Germany,DE,DEU,Nordrhein-Westfalen,,30484.0,1276168837
19778,Weyhe,Weyhe,52.9936,8.8733,Germany,DE,DEU,Niedersachsen,,31162.0,1276749536
19800,Kreuztal,Kreuztal,50.9667,7.9667,Germany,DE,DEU,Nordrhein-Westfalen,,31187.0,1276001601
19841,Rheinberg,Rheinberg,51.5467,6.6006,Germany,DE,DEU,Nordrhein-Westfalen,,31097.0,1276286236
19893,Burgdorf,Burgdorf,52.45,10.0083,Germany,DE,DEU,Niedersachsen,,31083.0,1276623419
19956,Werl,Werl,51.55,7.92,Germany,DE,DEU,Nordrhein-Westfalen,,30772.0,1276291604
19983,Neuruppin,Neuruppin,52.9331,12.8,Germany,DE,DEU,Brandenburg,minor,31002.0,1276820903
19994,Schönebeck,Schonebeck,52.0167,11.75,Germany,DE,DEU,Sachsen-Anhalt,,30720.0,1276217785
20035,Einbeck,Einbeck,51.8167,9.8667,Germany,DE,DEU,Niedersachsen,,30826.0,1276253461
20048,Lohmar,Lohmar,50.8167,7.2167,Germany,DE,DEU,Nordrhein-Westfalen,,30452.0,1276535520
20071,Unterschleißheim,Unterschleissheim,48.2833,11.5667,Germany,DE,DEU,Bayern,,28907.0,1276071648
20073,Ennepetal,Ennepetal,51.2833,7.3333,Germany,DE,DEU,Nordrhein-Westfalen,,30306.0,1276394678
20119,Andernach,Andernach,50.4397,7.4017,Germany,DE,DEU,Rheinland-Pfalz,,30126.0,1276142194
20128,Taunusstein,Taunusstein,50.1333,8.15,Germany,DE,DEU,Hessen,,30221.0,1276571090
20136,Osterholz-Scharmbeck,Osterholz-Scharmbeck,53.2167,8.8,Germany,DE,DEU,Niedersachsen,minor,30438.0,1276987274
20179,Gaggenau,Gaggenau,48.8039,8.3194,Germany,DE,DEU,Baden-Württemberg,,30059.0,1276552610
20183,Bad Hersfeld,Bad Hersfeld,50.8683,9.7075,Germany,DE,DEU,Hessen,minor,30101.0,1276923242
20195,Walsrode,Walsrode,52.8667,9.5833,Germany,DE,DEU,Niedersachsen,,30370.0,1276472764
20210,Friedberg,Friedberg,48.35,10.9833,Germany,DE,DEU,Bayern,,30056.0,1276408320
20243,Bretten,Bretten,49.0364,8.7061,Germany,DE,DEU,Baden-Württemberg,,29927.0,1276638008
20280,Friedberg,Friedberg,50.3333,8.75,Germany,DE,DEU,Hessen,minor,29674.0,1276800921
20306,Rendsburg,Rendsburg,54.3,9.6667,Germany,DE,DEU,Schleswig-Holstein,minor,28977.0,1276159889
20307,Neuburg,Neuburg,48.7333,11.1833,Germany,DE,DEU,Bayern,minor,29830.0,1276560116
20372,Meschede,Meschede,51.35,8.2833,Germany,DE,DEU,Nordrhein-Westfalen,minor,29921.0,1276139753
20373,Waltrop,Waltrop,51.6167,7.3833,Germany,DE,DEU,Nordrhein-Westfalen,,29429.0,1276333081
20382,Werne an der Lippe,Werne an der Lippe,51.6667,7.6167,Germany,DE,DEU,Nordrhein-Westfalen,,29662.0,1276066567
20383,Saalfeld,Saalfeld,50.65,11.3667,Germany,DE,DEU,Thüringen,minor,29457.0,1276907261
20399,Merzig,Merzig,49.45,6.6167,Germany,DE,DEU,Saarland,minor,29745.0,1276524998
20414,Kelkheim (Taunus),Kelkheim (Taunus),50.1378,8.4497,Germany,DE,DEU,Hessen,,29055.0,1276386467
20429,Tönisvorst,Tonisvorst,51.3208,6.4931,Germany,DE,DEU,Nordrhein-Westfalen,,29306.0,1276126819
20439,Schwelm,Schwelm,51.2667,7.2667,Germany,DE,DEU,Nordrhein-Westfalen,minor,28542.0,1276363762
20449,Meißen,Meissen,51.1667,13.4833,Germany,DE,DEU,Sachsen,minor,28964.0,1276054483
20470,Vaihingen an der Enz,Vaihingen an der Enz,48.9328,8.9564,Germany,DE,DEU,Baden-Württemberg,,29467.0,1276306973
20479,Landsberg,Landsberg,48.0478,10.8989,Germany,DE,DEU,Bayern,minor,29344.0,1276208782
20485,Rietberg,Rietberg,51.8,8.4333,Germany,DE,DEU,Nordrhein-Westfalen,,29564.0,1276651074
20495,Hattersheim,Hattersheim,50.0722,8.4864,Germany,DE,DEU,Hessen,,28040.0,1276209175
20558,Güstrow,Gustrow,53.7939,12.1764,Germany,DE,DEU,Mecklenburg-Vorpommern,minor,29241.0,1276582967
20566,Oelde,Oelde,51.8333,8.15,Germany,DE,DEU,Nordrhein-Westfalen,,29326.0,1276826099
20568,Riesa,Riesa,51.3081,13.2939,Germany,DE,DEU,Sachsen,,29113.0,1276381687
20573,Königsbrunn,Konigsbrunn,48.2689,10.8908,Germany,DE,DEU,Bayern,,28076.0,1276917723
20577,Winnenden,Winnenden,48.8764,9.3978,Germany,DE,DEU,Baden-Württemberg,,28569.0,1276828910
20578,Bad Zwischenahn,Bad Zwischenahn,53.1836,8.0097,Germany,DE,DEU,Niedersachsen,,29351.0,1276503429
20601,Schwandorf,Schwandorf,49.3283,12.11,Germany,DE,DEU,Bayern,minor,29254.0,1276268287
20616,Rösrath,Rosrath,50.9,7.1833,Germany,DE,DEU,Nordrhein-Westfalen,,28712.0,1276492557
20669,Northeim,Northeim,51.7067,10.0011,Germany,DE,DEU,Niedersachsen,minor,29107.0,1276938853
20678,Blankenfelde,Blankenfelde,52.35,13.4,Germany,DE,DEU,Brandenburg,,28761.0,1276580790
20680,Bühl,Buhl,48.6953,8.135,Germany,DE,DEU,Baden-Württemberg,,28889.0,1276639756
20714,Reinbek,Reinbek,53.5089,10.2483,Germany,DE,DEU,Schleswig-Holstein,,28277.0,1276939131
20736,Springe,Springe,52.2167,9.55,Germany,DE,DEU,Niedersachsen,,28951.0,1276257894
20781,Emmendingen,Emmendingen,48.1214,7.8492,Germany,DE,DEU,Baden-Württemberg,minor,28207.0,1276708263
20793,Höxter,Hoxter,51.7667,9.3667,Germany,DE,DEU,Nordrhein-Westfalen,minor,28824.0,1276004976
20830,Henstedt-Ulzburg,Henstedt-Ulzburg,53.7833,10.0,Germany,DE,DEU,Schleswig-Holstein,,28182.0,1276986461
20882,Leichlingen,Leichlingen,51.1167,7.0167,Germany,DE,DEU,Nordrhein-Westfalen,,28031.0,1276227302
20894,Zeitz,Zeitz,51.0478,12.1383,Germany,DE,DEU,Sachsen-Anhalt,,27955.0,1276390204
20902,Idar-Oberstein,Idar-Oberstein,49.7114,7.3131,Germany,DE,DEU,Rheinland-Pfalz,,28423.0,1276902522
20915,Griesheim,Griesheim,49.8639,8.5639,Germany,DE,DEU,Hessen,,27435.0,1276867372
20933,Olching,Olching,48.2,11.3167,Germany,DE,DEU,Bayern,,27741.0,1276458023
20936,Geislingen an der Steige,Geislingen an der Steige,48.6244,9.8306,Germany,DE,DEU,Baden-Württemberg,,28290.0,1276183243
20941,Teltow,Teltow,52.4022,13.2706,Germany,DE,DEU,Brandenburg,,27371.0,1276388501
20946,Baunatal,Baunatal,51.2589,9.4183,Germany,DE,DEU,Hessen,,27906.0,1276339266
20977,Wegberg,Wegberg,51.1417,6.2792,Germany,DE,DEU,Nordrhein-Westfalen,,28213.0,1276843809
20979,Mechernich,Mechernich,50.6,6.65,Germany,DE,DEU,Nordrhein-Westfalen,,28327.0,1276281325
21068,Baesweiler,Baesweiler,50.9,6.1833,Germany,DE,DEU,Nordrhein-Westfalen,,27351.0,1276109783
21075,Leimen,Leimen,49.3481,8.6911,Germany,DE,DEU,Baden-Württemberg,,27016.0,1276081089
21080,Grimma,Grimma,51.2386,12.7253,Germany,DE,DEU,Sachsen,,28181.0,1276049939
21082,Wetter (Ruhr),Wetter (Ruhr),51.3881,7.395,Germany,DE,DEU,Nordrhein-Westfalen,,27441.0,1276406634
21087,Kevelaer,Kevelaer,51.5833,6.25,Germany,DE,DEU,Nordrhein-Westfalen,,28021.0,1276753170
21103,Bad Neuenahr-Ahrweiler,Bad Neuenahr-Ahrweiler,50.5447,7.1133,Germany,DE,DEU,Rheinland-Pfalz,minor,28251.0,1276768738
21134,Geilenkirchen,Geilenkirchen,50.9653,6.1194,Germany,DE,DEU,Nordrhein-Westfalen,,27836.0,1276421191
21243,Sundern,Sundern,51.3167,8.0,Germany,DE,DEU,Nordrhein-Westfalen,,27802.0,1276362137
21261,Ludwigsfelde,Ludwigsfelde,52.2997,13.2667,Germany,DE,DEU,Brandenburg,,27658.0,1276940684
21301,Arnstadt,Arnstadt,50.8342,10.9464,Germany,DE,DEU,Thüringen,minor,27330.0,1276728389
21362,Lohne,Lohne,52.6667,8.2386,Germany,DE,DEU,Niedersachsen,,27387.0,1276514079
21388,Wiesloch,Wiesloch,49.2942,8.6983,Germany,DE,DEU,Baden-Württemberg,,26758.0,1276473184
21428,Neckarsulm,Neckarsulm,49.1917,9.2246,Germany,DE,DEU,Baden-Württemberg,,26492.0,1276644905
21433,Overath,Overath,50.95,7.3,Germany,DE,DEU,Nordrhein-Westfalen,,27148.0,1276053339
21445,Schloß Holte-Stukenbrock,Schloss Holte-Stukenbrock,51.8833,8.6167,Germany,DE,DEU,Nordrhein-Westfalen,,27120.0,1276497165
21448,Strausberg,Strausberg,52.5833,13.8833,Germany,DE,DEU,Brandenburg,,27119.0,1276019110
21475,Zirndorf,Zirndorf,49.45,10.95,Germany,DE,DEU,Bayern,,26534.0,1276906291
21479,Rheinbach,Rheinbach,50.6333,6.95,Germany,DE,DEU,Nordrhein-Westfalen,,27063.0,1276000657
21512,Aschersleben,Aschersleben,51.75,11.4667,Germany,DE,DEU,Sachsen-Anhalt,,27220.0,1276084397
21517,Garmisch-Partenkirchen,Garmisch-Partenkirchen,47.5,11.0833,Germany,DE,DEU,Bayern,minor,27249.0,1276000934
21530,Hennigsdorf,Hennigsdorf,52.6378,13.2036,Germany,DE,DEU,Brandenburg,,26515.0,1276509399
21541,Heiligenhaus,Heiligenhaus,51.3167,6.9667,Germany,DE,DEU,Nordrhein-Westfalen,,26367.0,1276630818
21604,Wangen im Allgäu,Wangen im Allgau,47.6858,9.8342,Germany,DE,DEU,Baden-Württemberg,,26956.0,1276638340
21605,Hohen Neuendorf,Hohen Neuendorf,52.6667,13.2833,Germany,DE,DEU,Brandenburg,,26658.0,1276577032
21663,Unterhaching,Unterhaching,48.0658,11.61,Germany,DE,DEU,Bayern,,25379.0,1276779846
