,city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id
21670,Hamminkeln,Hamminkeln,51.7319,6.5908,Germany,DE,DEU,Nordrhein-Westfalen,,26900.0,1276465671
21723,Lauf,Lauf,49.5103,11.2772,Germany,DE,DEU,Bayern,minor,26515.0,1276202337
21747,Ehingen an der Donau,Ehingen an der Donau,48.2833,9.7236,Germany,DE,DEU,Baden-Württemberg,,26766.0,1276432627
21753,Butzbach,Butzbach,50.4367,8.6622,Germany,DE,DEU,Hessen,,26660.0,1276386116
21767,Heppenheim,Heppenheim,49.6431,8.6389,Germany,DE,DEU,Hessen,minor,26357.0,1276763901
21792,Obertshausen,Obertshausen,50.0667,8.8333,Germany,DE,DEU,Hessen,,24968.0,1276455006
21829,Pfaffenhofen,Pfaffenhofen,48.5333,11.5167,Germany,DE,DEU,Bayern,minor,26453.0,1276259181
21833,Weiterstadt,Weiterstadt,49.9,8.6,Germany,DE,DEU,Hessen,,25975.0,1276959186
21894,Mühlacker,Muhlacker,48.95,8.8394,Germany,DE,DEU,Baden-Württemberg,,26137.0,1276456440
21914,Schleswig,Schleswig,54.5181,9.5703,Germany,DE,DEU,Schleswig-Holstein,minor,25510.0,1276884755
21922,Groß-Gerau,Gross-Gerau,49.9192,8.485,Germany,DE,DEU,Hessen,minor,26068.0,1276722779
21961,Nordenham,Nordenham,53.5,8.4667,Germany,DE,DEU,Niedersachsen,,26193.0,1276525140
21977,Selm,Selm,51.6833,7.4833,Germany,DE,DEU,Nordrhein-Westfalen,,26011.0,1276238006
21979,Bingen am Rhein,Bingen am Rhein,49.9667,7.9,Germany,DE,DEU,Rheinland-Pfalz,,25757.0,1276879617
21997,Sangerhausen,Sangerhausen,51.4667,11.3,Germany,DE,DEU,Sachsen-Anhalt,minor,26297.0,1276588418
22031,Bad Honnef am Rhein,Bad Honnef am Rhein,50.645,7.2269,Germany,DE,DEU,Nordrhein-Westfalen,,25816.0,1276512885
22045,Lindau,Lindau,47.5458,9.6833,Germany,DE,DEU,Bayern,,25547.0,1276918139
22052,Geretsried,Geretsried,47.8667,11.4667,Germany,DE,DEU,Bayern,,25275.0,1276737058
22056,Friedrichsdorf,Friedrichsdorf,50.2556,8.6397,Germany,DE,DEU,Hessen,,25450.0,1276577829
22089,Köthen,Kothen,51.75,11.9167,Germany,DE,DEU,Sachsen-Anhalt,minor,25911.0,1276148346
22117,Kulmbach,Kulmbach,50.1,11.4333,Germany,DE,DEU,Bayern,minor,25915.0,1276728110
22129,Achern,Achern,48.6333,8.0667,Germany,DE,DEU,Baden-Württemberg,,25776.0,1276045216
22151,Helmstedt,Helmstedt,52.2281,11.0106,Germany,DE,DEU,Niedersachsen,minor,25728.0,1276360393
22163,Sankt Wendel,Sankt Wendel,49.4667,7.1667,Germany,DE,DEU,Saarland,minor,25862.0,1276025539
22168,Lübbecke,Lubbecke,52.3081,8.6231,Germany,DE,DEU,Nordrhein-Westfalen,,25674.0,1276934438
22268,Roth,Roth,49.2461,11.0911,Germany,DE,DEU,Bayern,,25593.0,1276856142
22270,Verl,Verl,51.8831,8.5167,Germany,DE,DEU,Nordrhein-Westfalen,,25498.0,1276182306
22280,Harsewinkel,Harsewinkel,51.9667,8.2331,Germany,DE,DEU,Nordrhein-Westfalen,,25575.0,1276882516
22316,Vaterstetten,Vaterstetten,48.105,11.7706,Germany,DE,DEU,Bayern,,25023.0,1276137898
22325,Pfungstadt,Pfungstadt,49.8056,8.6044,Germany,DE,DEU,Hessen,,25151.0,1276568312
22333,Rinteln,Rinteln,52.1906,9.0814,Germany,DE,DEU,Niedersachsen,,25484.0,1276137941
22346,Ditzingen,Ditzingen,48.8264,9.0667,Germany,DE,DEU,Baden-Württemberg,,24883.0,1276272726
22349,Lennestadt,Lennestadt,51.1236,8.0681,Germany,DE,DEU,Nordrhein-Westfalen,,25503.0,1276165009
22377,Rottweil,Rottweil,48.1681,8.6247,Germany,DE,DEU,Baden-Württemberg,minor,25274.0,1276117708
22385,Wiehl,Wiehl,50.95,7.5333,Germany,DE,DEU,Nordrhein-Westfalen,,25135.0,1276813101
22392,Horb am Neckar,Horb am Neckar,48.4453,8.6911,Germany,DE,DEU,Baden-Württemberg,,25379.0,1276353248
22404,Plettenberg,Plettenberg,51.2167,7.8833,Germany,DE,DEU,Nordrhein-Westfalen,,25318.0,1276414700
22407,Delitzsch,Delitzsch,51.5264,12.3425,Germany,DE,DEU,Sachsen,,25276.0,1276928962
22419,Rudolstadt,Rudolstadt,50.7169,11.3275,Germany,DE,DEU,Thüringen,,25115.0,1276466405
22421,Staßfurt,Stassfurt,51.8667,11.5667,Germany,DE,DEU,Sachsen-Anhalt,,25385.0,1276438491
22422,Idstein,Idstein,50.2206,8.2742,Germany,DE,DEU,Hessen,,25234.0,1276320507
22437,Brilon,Brilon,51.3956,8.5678,Germany,DE,DEU,Nordrhein-Westfalen,,25417.0,1276723318
22486,Markkleeberg,Markkleeberg,51.2778,12.3833,Germany,DE,DEU,Sachsen,,24664.0,1276805845
22501,Öhringen,Ohringen,49.2,9.5,Germany,DE,DEU,Baden-Württemberg,,25049.0,1276641265
22512,Meckenheim,Meckenheim,50.6333,7.0167,Germany,DE,DEU,Nordrhein-Westfalen,,24693.0,1276114705
22561,Bad Oldesloe,Bad Oldesloe,53.8117,10.3742,Germany,DE,DEU,Schleswig-Holstein,minor,24841.0,1276683854
22569,Norden,Norden,53.5967,7.2056,Germany,DE,DEU,Niedersachsen,,25060.0,1276766299
22571,Salzkotten,Salzkotten,51.6708,8.6047,Germany,DE,DEU,Nordrhein-Westfalen,,25062.0,1276941056
22575,Petershagen,Petershagen,52.3833,8.9667,Germany,DE,DEU,Nordrhein-Westfalen,,25168.0,1276300392
22583,Sprockhövel,Sprockhovel,51.3667,7.25,Germany,DE,DEU,Nordrhein-Westfalen,,24747.0,1276006803
22602,Zittau,Zittau,50.8961,14.8072,Germany,DE,DEU,Sachsen,,24858.0,1276061456
22702,Waldkraiburg,Waldkraiburg,48.2167,12.4,Germany,DE,DEU,Bayern,,23957.0,1276784836
22713,Espelkamp,Espelkamp,52.3772,8.6328,Germany,DE,DEU,Nordrhein-Westfalen,,24754.0,1276996942
22735,Lüdinghausen,Ludinghausen,51.7667,7.4333,Germany,DE,DEU,Nordrhein-Westfalen,,24847.0,1276526583
22753,Übach-Palenberg,Ubach-Palenberg,50.9197,6.1194,Germany,DE,DEU,Nordrhein-Westfalen,,24081.0,1276712019
22756,Warstein,Warstein,51.45,8.35,Germany,DE,DEU,Nordrhein-Westfalen,,24842.0,1276854914
22762,Ronnenberg,Ronnenberg,52.3194,9.6556,Germany,DE,DEU,Niedersachsen,,24347.0,1276210070
22770,Olpe,Olpe,51.0167,7.8333,Germany,DE,DEU,Nordrhein-Westfalen,minor,24688.0,1276501027
22782,Meiningen,Meiningen,50.55,10.4167,Germany,DE,DEU,Thüringen,minor,24538.0,1276941916
22783,Schmallenberg,Schmallenberg,51.149,8.2845,Germany,DE,DEU,Nordrhein-Westfalen,,24869.0,1276002699
22832,Bad Soden am Taunus,Bad Soden am Taunus,50.1333,8.5,Germany,DE,DEU,Hessen,,23036.0,1276847418
22867,Isernhagen-Süd,Isernhagen-Sud,52.4342,9.8572,Germany,DE,DEU,Niedersachsen,,24409.0,1276610067
22958,Hannoversch Münden,Hannoversch Munden,51.4167,9.65,Germany,DE,DEU,Niedersachsen,,24467.0,1276002967
22984,Attendorn,Attendorn,51.1167,7.9,Germany,DE,DEU,Nordrhein-Westfalen,,24367.0,1276325506
23018,Herzogenaurach,Herzogenaurach,49.57,10.8819,Germany,DE,DEU,Bayern,,24068.0,1276809658
23027,Syke,Syke,52.9131,8.8269,Germany,DE,DEU,Niedersachsen,,24365.0,1276951328
23040,Waldshut-Tiengen,Waldshut-Tiengen,47.6231,8.2144,Germany,DE,DEU,Baden-Württemberg,minor,24226.0,1276011078
23057,Limbach-Oberfrohna,Limbach-Oberfrohna,50.8667,12.75,Germany,DE,DEU,Sachsen,,24029.0,1276772007
23063,Spremberg,Spremberg,51.5717,14.3794,Germany,DE,DEU,Brandenburg,,24373.0,1276939967
23083,Senftenberg,Senftenberg,51.5167,14.0167,Germany,DE,DEU,Brandenburg,minor,24275.0,1276241839
23099,Bad Mergentheim,Bad Mergentheim,49.5,9.7667,Germany,DE,DEU,Baden-Württemberg,,24247.0,1276714498
23121,Rathenow,Rathenow,52.6,12.3333,Germany,DE,DEU,Brandenburg,minor,24179.0,1276833446
23122,Husum,Husum,54.4667,9.05,Germany,DE,DEU,Schleswig-Holstein,minor,23478.0,1276973778
23173,Alfter,Alfter,50.7356,7.0092,Germany,DE,DEU,Nordrhein-Westfalen,,23622.0,1276256549
23200,Haren,Haren,52.7667,7.2167,Germany,DE,DEU,Niedersachsen,,24137.0,1276278460
23219,Varel,Varel,53.3969,8.1361,Germany,DE,DEU,Niedersachsen,,24001.0,1276834869
23230,Kaltenkirchen,Kaltenkirchen,53.8397,9.9603,Germany,DE,DEU,Schleswig-Holstein,,23191.0,1276286164
23246,Bedburg,Bedburg,51.0,6.5625,Germany,DE,DEU,Nordrhein-Westfalen,,23867.0,1276409548
23252,Quedlinburg,Quedlinburg,51.7917,11.1472,Germany,DE,DEU,Sachsen-Anhalt,,23989.0,1276672547
23261,Calw,Calw,48.7167,8.7333,Germany,DE,DEU,Baden-Württemberg,minor,23742.0,1276416126
23280,Sonneberg,Sonneberg,50.35,11.1667,Germany,DE,DEU,Thüringen,minor,23830.0,1276304773
23334,Döbeln,Dobeln,51.1194,13.1128,Germany,DE,DEU,Sachsen,,23720.0,1276060973
23340,Sehnde,Sehnde,52.3161,9.9642,Germany,DE,DEU,Niedersachsen,,23769.0,1276201782
23357,Freudenstadt,Freudenstadt,48.4633,8.4111,Germany,DE,DEU,Baden-Württemberg,minor,23704.0,1276092007
23380,Jüchen,Juchen,51.1011,6.5017,Germany,DE,DEU,Nordrhein-Westfalen,,23611.0,1276318248
23417,Starnberg,Starnberg,47.9972,11.3406,Germany,DE,DEU,Bayern,minor,23498.0,1276454637
23467,Wandlitz,Wandlitz,52.75,13.4497,Germany,DE,DEU,Brandenburg,,23657.0,1276059066
23482,Mosbach,Mosbach,49.3522,9.1467,Germany,DE,DEU,Baden-Württemberg,minor,23398.0,1276659317
23486,Korbach,Korbach,51.2833,8.8667,Germany,DE,DEU,Hessen,minor,23581.0,1276822678
23507,Herdecke,Herdecke,51.4,7.4333,Germany,DE,DEU,Nordrhein-Westfalen,,22733.0,1276078079
23512,Eisenhüttenstadt,Eisenhuttenstadt,52.145,14.6728,Germany,DE,DEU,Brandenburg,,23373.0,1276902561
23513,Gelnhausen,Gelnhausen,50.2,9.1667,Germany,DE,DEU,Hessen,,23220.0,1276351264
23516,Salzwedel,Salzwedel,52.85,11.15,Germany,DE,DEU,Sachsen-Anhalt,minor,23655.0,1276222011
23558,Dillenburg,Dillenburg,50.7333,8.2833,Germany,DE,DEU,Hessen,,23365.0,1276583007
23560,Leutkirch im Allgäu,Leutkirch im Allgau,47.8256,10.0222,Germany,DE,DEU,Baden-Württemberg,,23509.0,1276589635
23590,Westerstede,Westerstede,53.25,7.9167,Germany,DE,DEU,Niedersachsen,minor,23452.0,1276738053
23595,Neusäß,Neusass,48.4,10.8333,Germany,DE,DEU,Bayern,,22676.0,1276057547
23604,Wallenhorst,Wallenhorst,52.35,8.0167,Germany,DE,DEU,Niedersachsen,,23081.0,1276580914
23607,Bad Salzungen,Bad Salzungen,50.8117,10.2333,Germany,DE,DEU,Thüringen,minor,22976.0,1276249222
23639,Eschborn,Eschborn,50.1436,8.57,Germany,DE,DEU,Hessen,,21734.0,1276712049
23640,Senden,Senden,48.3167,10.0667,Germany,DE,DEU,Bayern,,22625.0,1276555386
23643,Gersthofen,Gersthofen,48.4167,10.8667,Germany,DE,DEU,Bayern,,22847.0,1276965949
23663,Haar,Haar,48.1,11.7333,Germany,DE,DEU,Bayern,,21797.0,1276621025
23727,Karben,Karben,50.2322,8.7681,Germany,DE,DEU,Hessen,,22843.0,1276723734
23766,Netphen,Netphen,50.9147,8.1,Germany,DE,DEU,Nordrhein-Westfalen,,23130.0,1276020652
23789,Puchheim,Puchheim,48.15,11.35,Germany,DE,DEU,Bayern,,21531.0,1276452600
23794,Karlsfeld,Karlsfeld,48.2167,11.4667,Germany,DE,DEU,Bayern,,21853.0,1276796218
23825,Warburg,Warburg,51.5,9.1697,Germany,DE,DEU,Nordrhein-Westfalen,,23079.0,1276612246
23879,Weilheim,Weilheim,47.8333,11.15,Germany,DE,DEU,Bayern,minor,22703.0,1276001381
23911,Überlingen,Uberlingen,47.7667,9.165,Germany,DE,DEU,Baden-Württemberg,,22684.0,1276778071
23928,Rastede,Rastede,53.25,8.2,Germany,DE,DEU,Niedersachsen,,22874.0,1276294384
23958,Büdingen,Budingen,50.2908,9.1125,Germany,DE,DEU,Hessen,,22831.0,1276951058
23978,Nagold,Nagold,48.5519,8.7256,Germany,DE,DEU,Baden-Württemberg,,22635.0,1276622142
23996,Laupheim,Laupheim,48.2289,9.8797,Germany,DE,DEU,Baden-Württemberg,,22595.0,1276003982
24008,Edewecht,Edewecht,53.1258,7.9825,Germany,DE,DEU,Niedersachsen,,22748.0,1276458945
24010,Wertheim,Wertheim,49.75,9.5167,Germany,DE,DEU,Baden-Württemberg,,22780.0,1276150823
24012,Bad Kissingen,Bad Kissingen,50.2,10.0667,Germany,DE,DEU,Bayern,minor,22619.0,1276216676
24024,Vreden,Vreden,52.0333,6.8333,Germany,DE,DEU,Nordrhein-Westfalen,,22758.0,1276296218
24036,Eckernförde,Eckernforde,54.4742,9.8378,Germany,DE,DEU,Schleswig-Holstein,,21902.0,1276177935
24039,Kitzingen,Kitzingen,49.7333,10.1667,Germany,DE,DEU,Bayern,minor,22429.0,1276000007
24052,Lengerich,Lengerich,52.175,7.8667,Germany,DE,DEU,Nordrhein-Westfalen,,22641.0,1276617854
24062,Glauchau,Glauchau,50.8233,12.5444,Germany,DE,DEU,Sachsen,,22440.0,1276610130
24159,Donaueschingen,Donaueschingen,47.9531,8.5033,Germany,DE,DEU,Baden-Württemberg,,22526.0,1276107502
24170,Metzingen,Metzingen,48.5367,9.2858,Germany,DE,DEU,Baden-Württemberg,,22084.0,1276043043
24178,Apolda,Apolda,51.0167,11.5167,Germany,DE,DEU,Thüringen,minor,22232.0,1276857102
24181,Friesoythe,Friesoythe,53.0206,7.8586,Germany,DE,DEU,Niedersachsen,,22612.0,1276189033
24225,Eislingen,Eislingen,48.6933,9.7067,Germany,DE,DEU,Baden-Württemberg,,21329.0,1276267974
24237,Stadthagen,Stadthagen,52.3247,9.2069,Germany,DE,DEU,Niedersachsen,minor,22247.0,1276512771
24240,Burg,Burg,52.2725,11.855,Germany,DE,DEU,Sachsen-Anhalt,minor,22478.0,1276295040
24241,Flörsheim,Florsheim,50.0167,8.4333,Germany,DE,DEU,Hessen,,21671.0,1276463362
24290,Heide,Heide,54.1961,9.0933,Germany,DE,DEU,Schleswig-Holstein,minor,21852.0,1276473220
24295,Quickborn,Quickborn,53.7333,9.8972,Germany,DE,DEU,Schleswig-Holstein,,22015.0,1276737039
24299,Radevormwald,Radevormwald,51.2,7.35,Germany,DE,DEU,Nordrhein-Westfalen,,22107.0,1276941483
24341,Gardelegen,Gardelegen,52.5264,11.3925,Germany,DE,DEU,Sachsen-Anhalt,,22402.0,1276557570
24348,Schwetzingen,Schwetzingen,49.3833,8.5667,Germany,DE,DEU,Baden-Württemberg,,21435.0,1276516691
24363,Hockenheim,Hockenheim,49.3181,8.5472,Germany,DE,DEU,Baden-Württemberg,,21779.0,1276940967
24401,Waldkirch,Waldkirch,48.1,7.9667,Germany,DE,DEU,Baden-Württemberg,,21899.0,1276926019
24461,Ilsede,Ilsede,52.2667,10.1833,Germany,DE,DEU,Niedersachsen,,21975.0,1276410827
24464,Bad Harzburg,Bad Harzburg,51.8811,10.5622,Germany,DE,DEU,Niedersachsen,,21945.0,1276192309
24487,Eppingen,Eppingen,49.1333,8.9167,Germany,DE,DEU,Baden-Württemberg,,22001.0,1276844300
24524,Bad Rappenau,Bad Rappenau,49.2333,9.1,Germany,DE,DEU,Baden-Württemberg,,21876.0,1276726877
24554,Neu Wulmstorf,Neu Wulmstorf,53.4628,9.7956,Germany,DE,DEU,Niedersachsen,,21748.0,1276059362
24595,Versmold,Versmold,52.0436,8.15,Germany,DE,DEU,Nordrhein-Westfalen,,21829.0,1276482608
24601,Elsdorf,Elsdorf,50.9333,6.5667,Germany,DE,DEU,Nordrhein-Westfalen,,21745.0,1276581538
24612,Sonthofen,Sonthofen,47.5158,10.2811,Germany,DE,DEU,Bayern,minor,21589.0,1276823857
24618,Seligenstadt,Seligenstadt,50.0333,8.9667,Germany,DE,DEU,Hessen,,21345.0,1276356108
24662,Xanten,Xanten,51.6622,6.4539,Germany,DE,DEU,Nordrhein-Westfalen,,21690.0,1276917094
24672,Mühldorf,Muhldorf,48.2456,12.5228,Germany,DE,DEU,Bayern,minor,21254.0,1276623949
24694,Halle,Halle,52.0667,8.3667,Germany,DE,DEU,Nordrhein-Westfalen,,21640.0,1276770255
24703,Osterode,Osterode,51.7286,10.2522,Germany,DE,DEU,Niedersachsen,minor,21731.0,1276593815
24817,Aichach,Aichach,48.45,11.1333,Germany,DE,DEU,Bayern,minor,21515.0,1276090074
24826,Germersheim,Germersheim,49.2167,8.3667,Germany,DE,DEU,Rheinland-Pfalz,minor,20779.0,1276963829
24833,Stadtallendorf,Stadtallendorf,50.8333,9.0167,Germany,DE,DEU,Hessen,,21456.0,1276032217
24852,Zerbst,Zerbst,51.9681,12.0844,Germany,DE,DEU,Sachsen-Anhalt,,21657.0,1276007718
24867,Wülfrath,Wulfrath,51.2833,7.0333,Germany,DE,DEU,Nordrhein-Westfalen,,21035.0,1276377418
24871,Büren,Buren,51.55,8.5667,Germany,DE,DEU,Nordrhein-Westfalen,,21556.0,1276905250
24877,Waghäusel,Waghausel,49.25,8.5167,Germany,DE,DEU,Baden-Württemberg,,21178.0,1276002094
24897,Lindlar,Lindlar,51.0167,7.3833,Germany,DE,DEU,Nordrhein-Westfalen,,21396.0,1276176624
24906,Geseke,Geseke,51.65,8.5167,Germany,DE,DEU,Nordrhein-Westfalen,,21411.0,1276815446
24914,Bad Krozingen,Bad Krozingen,47.9167,7.7,Germany,DE,DEU,Baden-Württemberg,,21029.0,1276964772
24917,Sondershausen,Sondershausen,51.3667,10.8667,Germany,DE,DEU,Thüringen,minor,21513.0,1276468586
24918,Günzburg,Gunzburg,48.4527,10.2713,Germany,DE,DEU,Bayern,minor,21233.0,1276986738
25021,Schramberg,Schramberg,48.2269,8.3842,Germany,DE,DEU,Baden-Württemberg,,21189.0,1276492911
25039,Traunreut,Traunreut,47.9667,12.5833,Germany,DE,DEU,Bayern,,20977.0,1276958674
25050,Soltau,Soltau,52.9833,9.8333,Germany,DE,DEU,Niedersachsen,,21317.0,1276678434
25066,Groß-Umstadt,Gross-Umstadt,49.8667,8.9333,Germany,DE,DEU,Hessen,,21162.0,1276232744
25091,Bad Schwartau,Bad Schwartau,53.9194,10.6975,Germany,DE,DEU,Schleswig-Holstein,,20264.0,1276687859
25100,Coswig,Coswig,51.1333,13.5833,Germany,DE,DEU,Sachsen,,20554.0,1276791212
25102,Schenefeld,Schenefeld,53.6028,9.8233,Germany,DE,DEU,Schleswig-Holstein,,19402.0,1276791655
25136,Traunstein,Traunstein,47.8667,12.6333,Germany,DE,DEU,Bayern,minor,20868.0,1276793310
25137,Bruchköbel,Bruchkobel,50.1833,8.9167,Germany,DE,DEU,Hessen,,20602.0,1276199010
25194,Gauting,Gauting,48.0678,11.3739,Germany,DE,DEU,Bayern,,20829.0,1276677644
25215,Wipperfürth,Wipperfurth,51.1167,7.4,Germany,DE,DEU,Nordrhein-Westfalen,,21003.0,1276735297
25240,Schifferstadt,Schifferstadt,49.3833,8.3667,Germany,DE,DEU,Rheinland-Pfalz,,20403.0,1276776055
25242,Fröndenberg,Frondenberg,51.4719,7.7658,Germany,DE,DEU,Nordrhein-Westfalen,,20766.0,1276071190
25258,Werdau,Werdau,50.7333,12.3833,Germany,DE,DEU,Sachsen,,20793.0,1276717054
25288,Steinhagen,Steinhagen,52.005,8.4147,Germany,DE,DEU,Nordrhein-Westfalen,,20698.0,1276279674
25319,Reichenbach/Vogtland,Reichenbach/Vogtland,50.6167,12.3,Germany,DE,DEU,Sachsen,,20436.0,1276903490
25320,Luckenwalde,Luckenwalde,52.0833,13.1667,Germany,DE,DEU,Brandenburg,minor,20586.0,1276376363
25356,Enger,Enger,52.1333,8.5667,Germany,DE,DEU,Nordrhein-Westfalen,,20483.0,1276241559
25359,Mössingen,Mossingen,48.4064,9.0575,Germany,DE,DEU,Baden-Württemberg,,20567.0,1276236369
25361,Nördlingen,Nordlingen,48.8511,10.4883,Germany,DE,DEU,Bayern,,20674.0,1276160287
25363,Nidderau,Nidderau,50.25,8.9,Germany,DE,DEU,Hessen,,20539.0,1276730067
25388,Dillingen,Dillingen,49.35,6.7333,Germany,DE,DEU,Saarland,,20048.0,1276001038
25398,Herborn,Herborn,50.6825,8.3061,Germany,DE,DEU,Hessen,,20603.0,1276002994
25409,Gerlingen,Gerlingen,48.8,9.0653,Germany,DE,DEU,Baden-Württemberg,,19745.0,1276144443
25413,Wildeshausen,Wildeshausen,52.9,8.4333,Germany,DE,DEU,Niedersachsen,,20667.0,1276599018
25421,Schortens,Schortens,53.5333,7.95,Germany,DE,DEU,Niedersachsen,,20590.0,1276002315
25456,Blieskastel,Blieskastel,49.2333,7.25,Germany,DE,DEU,Saarland,,20656.0,1276041906
25461,Haßloch,Hassloch,49.35,8.25,Germany,DE,DEU,Rheinland-Pfalz,,20326.0,1276280419
25468,Wachtberg,Wachtberg,50.6242,7.1322,Germany,DE,DEU,Nordrhein-Westfalen,,20414.0,1276189631
25491,Zülpich,Zulpich,50.7,6.65,Germany,DE,DEU,Nordrhein-Westfalen,,20597.0,1276675318
25511,Forst (Lausitz),Forst (Lausitz),51.7333,14.6333,Germany,DE,DEU,Brandenburg,minor,20618.0,1276307453
25559,Stadtlohn,Stadtlohn,51.9925,6.915,Germany,DE,DEU,Nordrhein-Westfalen,,20458.0,1276897939
25564,Meinerzhagen,Meinerzhagen,51.1167,7.6333,Germany,DE,DEU,Nordrhein-Westfalen,,20535.0,1276363054
25577,Hörstel,Horstel,52.2972,7.5861,Germany,DE,DEU,Nordrhein-Westfalen,,20506.0,1276546954
25589,Senden,Senden,51.8572,7.4828,Germany,DE,DEU,Nordrhein-Westfalen,,20495.0,1276271183
25596,Duderstadt,Duderstadt,51.5125,10.2597,Germany,DE,DEU,Niedersachsen,,20466.0,1276392919
25605,Neufahrn bei Freising,Neufahrn bei Freising,48.3159,11.6632,Germany,DE,DEU,Bayern,,20223.0,1276307498
25614,Dingolfing,Dingolfing,48.6333,12.5,Germany,DE,DEU,Bayern,minor,20191.0,1276764455
25640,Korntal-Münchingen,Korntal-Munchingen,48.8306,9.1214,Germany,DE,DEU,Baden-Württemberg,,19679.0,1276087969
25642,Hiddenhausen,Hiddenhausen,52.1667,8.6167,Germany,DE,DEU,Nordrhein-Westfalen,,19790.0,1276748088
25697,Schwanewede,Schwanewede,53.2333,8.6,Germany,DE,DEU,Niedersachsen,,20408.0,1276874322
25723,Wittmund,Wittmund,53.575,7.7808,Germany,DE,DEU,Niedersachsen,minor,20433.0,1276497812
25747,Bad Waldsee,Bad Waldsee,47.9211,9.7519,Germany,DE,DEU,Baden-Württemberg,,20308.0,1276818086
25758,Uetze,Uetze,52.4661,10.2039,Germany,DE,DEU,Niedersachsen,,20333.0,1276620577
25776,Annaberg-Buchholz,Annaberg-Buchholz,50.58,13.0022,Germany,DE,DEU,Sachsen,minor,19769.0,1276866777
25851,Wilnsdorf,Wilnsdorf,50.8167,8.1,Germany,DE,DEU,Nordrhein-Westfalen,,20088.0,1276419924
25861,Oberkirch,Oberkirch,48.5333,8.0833,Germany,DE,DEU,Baden-Württemberg,,20066.0,1276739886
25871,Greiz,Greiz,50.6547,12.1997,Germany,DE,DEU,Thüringen,minor,20103.0,1276236041
25876,Donauwörth,Donauworth,48.7,10.8,Germany,DE,DEU,Bayern,minor,20080.0,1276878391
25901,Leinefelde,Leinefelde,51.3833,10.3333,Germany,DE,DEU,Thüringen,,20124.0,1276779963
25907,Lichtenfels,Lichtenfels,50.1333,11.0333,Germany,DE,DEU,Bayern,minor,20133.0,1276573026
25914,Neustrelitz,Neustrelitz,53.3647,13.0636,Germany,DE,DEU,Mecklenburg-Vorpommern,,20140.0,1276001058
25945,Torgau,Torgau,51.5603,13.0056,Germany,DE,DEU,Sachsen,minor,20065.0,1276804920
25953,Zossen,Zossen,52.2167,13.4497,Germany,DE,DEU,Brandenburg,,20130.0,1276905478
25964,Holzminden,Holzminden,51.8297,9.4483,Germany,DE,DEU,Niedersachsen,minor,19998.0,1276491992
25968,Schopfheim,Schopfheim,47.65,7.8167,Germany,DE,DEU,Baden-Württemberg,,19922.0,1276002233
25982,Telgte,Telgte,51.9819,7.7856,Germany,DE,DEU,Nordrhein-Westfalen,,19982.0,1276981111
25984,Giengen an der Brenz,Giengen an der Brenz,48.6217,10.245,Germany,DE,DEU,Baden-Württemberg,,19753.0,1276782990
26010,Heusenstamm,Heusenstamm,50.05,8.8,Germany,DE,DEU,Hessen,,19160.0,1276666927
26042,Kürten,Kurten,51.05,7.2667,Germany,DE,DEU,Nordrhein-Westfalen,,19832.0,1276494913
26055,Uetersen,Uetersen,53.6872,9.6692,Germany,DE,DEU,Schleswig-Holstein,,18496.0,1276507212
26066,Mölln,Molln,53.6269,10.6847,Germany,DE,DEU,Schleswig-Holstein,,19329.0,1276643502
26087,Ochtrup,Ochtrup,52.2056,7.1903,Germany,DE,DEU,Nordrhein-Westfalen,,19893.0,1276195349
26089,Glinde,Glinde,53.5406,10.2111,Germany,DE,DEU,Schleswig-Holstein,,18443.0,1276316044
26159,Tettnang,Tettnang,47.6708,9.5875,Germany,DE,DEU,Baden-Württemberg,,19710.0,1276775320
26160,Ennigerloh,Ennigerloh,51.8367,8.0256,Germany,DE,DEU,Nordrhein-Westfalen,,19829.0,1276421778
26174,Wenden,Wenden,50.9667,7.8667,Germany,DE,DEU,Nordrhein-Westfalen,,19701.0,1276958292
26187,Neviges,Neviges,51.3128,7.0869,Germany,DE,DEU,Nordrhein-Westfalen,,18937.0,1276164931
26196,Blankenburg,Blankenburg,51.7953,10.9622,Germany,DE,DEU,Sachsen-Anhalt,,19817.0,1276635033
26214,Waldbröl,Waldbrol,50.8789,7.615,Germany,DE,DEU,Nordrhein-Westfalen,,19618.0,1276170251
26220,Schmalkalden,Schmalkalden,50.7167,10.45,Germany,DE,DEU,Thüringen,,19732.0,1276313755
26222,Eschwege,Eschwege,51.1881,10.0528,Germany,DE,DEU,Hessen,minor,19606.0,1276348756
26231,Nottuln,Nottuln,51.9278,7.3542,Germany,DE,DEU,Nordrhein-Westfalen,,19672.0,1276258837
26256,Sarstedt,Sarstedt,52.2394,9.8606,Germany,DE,DEU,Niedersachsen,,19423.0,1276490791
26302,Burghausen,Burghausen,48.1667,12.8333,Germany,DE,DEU,Bayern,,18862.0,1276305755
26305,Sulzbach-Rosenberg,Sulzbach-Rosenberg,49.5,11.75,Germany,DE,DEU,Bayern,,19414.0,1276541212
26314,Dillingen,Dillingen,48.5667,10.4667,Germany,DE,DEU,Bayern,minor,19538.0,1276506212
26343,Moosburg,Moosburg,48.4667,11.9333,Germany,DE,DEU,Bayern,,19309.0,1276561909
26345,Marsberg,Marsberg,51.45,8.8333,Germany,DE,DEU,Nordrhein-Westfalen,,19640.0,1276309670
