latitude,longtitude,country,iso2,Federal States
49.9869,6.8897,Germany,DE,Rheinland-Pfalz
48.5667,10.4667,Germany,DE,Bayern
47.7603,11.5567,Germany,DE,Bayern
47.7667,10.6167,Germany,DE,Bayern
49.7517,8.1161,Germany,DE,Rheinland-Pfalz
49.4618,8.1724,Germany,DE,Rheinland-Pfalz
49.0306,10.9719,Germany,DE,Bayern
47.7247,12.8769,Germany,DE,Bayern
51.7333,14.6333,Germany,DE,Brandenburg
53.4167,11.8333,Germany,DE,Mecklenburg-Vorpommern
48.0867,9.2164,Germany,DE,Baden-Wüttemberg
53.9356,10.3089,Germany,DE,Schleswig-Holstein
51.3775,10.1344,Germany,DE,Thüringen
54.1378,10.6181,Germany,DE,Schleswig-Holstein
49.2183,12.6658,Germany,DE,Bayern
52.6072,8.3711,Germany,DE,Lower SN
50.2411,11.3281,Germany,DE,Bayern
48.9167,11.8667,Germany,DE,Bayern
50.3219,10.2161,Germany,DE,Bayern
49.2833,9.6833,Germany,DE,Baden-Wüttemberg
48.0333,10.4667,Germany,DE,Bayern
53.3333,8.4833,Germany,DE,Lower SN
49.9747,6.5256,Germany,DE,Rheinland-Pfalz
53.7017,10.7567,Germany,DE,Schleswig-Holstein
53.5744,7.9008,Germany,DE,Lower SN
51.95,13.9,Germany,DE,Brandenburg
50.4375,7.8258,Germany,DE,Rheinland-Pfalz
49.6569,8.9931,Germany,DE,Hessen
50.6378,9.3944,Germany,DE,Hessen
50.0353,10.5123,Germany,DE,Bayern
48.8919,11.1839,Germany,DE,Bayern
49.6225,9.6628,Germany,DE,Baden-Wüttemberg
49.58,10.6089,Germany,DE,Bayern
48.4419,12.9443,Germany,DE,Bayern
48.0833,11.9667,Germany,DE,Bayern
53.0667,11.8667,Germany,DE,Brandenburg
52.8675,9.6967,Germany,DE,Lower SN
50.4261,10.7289,Germany,DE,Thüringen
47.789,11.8338,Germany,DE,Bayern
50.1401,8.0694,Germany,DE,Hessen
48.97,13.1264,Germany,DE,Bayern
50.9667,11.9,Germany,DE,Thüringen
48.2264,12.6759,Germany,DE,Bayern
50.3381,7.7106,Germany,DE,Rheinland-Pfalz
52.9667,11.15,Germany,DE,Lower SN
49.7039,9.2644,Germany,DE,Bayern
50.0374,11.9994,Germany,DE,Bayern
51.6831,13.2331,Germany,DE,Brandenburg
54.1622,10.4214,Germany,DE,Schleswig-Holstein
50.5833,11.8167,Germany,DE,Thüringen
49.8789,12.3369,Germany,DE,Bayern
52.1667,14.25,Germany,DE,Brandenburg
50.1986,6.8319,Germany,DE,Rheinland-Pfalz
49.9833,7.5167,Germany,DE,Rheinland-Pfalz
49.6664,8.0117,Germany,DE,Rheinland-Pfalz
48.8075,13.5475,Germany,DE,Bayern
49.65,7.1833,Germany,DE,Rheinland-Pfalz
50.6872,7.6456,Germany,DE,Rheinland-Pfalz
49.7306,12.1706,Germany,DE,Bayern
52.5167,14.3831,Germany,DE,Brandenburg
49.5347,7.3981,Germany,DE,Rheinland-Pfalz
50.1469,7.1667,Germany,DE,Rheinland-Pfalz
50.1006,8.7665,Germany,DE,Hessen
49.5436,8.3639,Germany,DE,Rheinland-Pfalz
49.6768,12.1561,Germany,DE,Bayern
52.6461,9.2208,Germany,DE,Lower SN
52.9234,9.2349,Germany,DE,Lower SN
51.7518,11.9709,Germany,DE,Sachsen-Anhalt
53.1113,9.4108,Germany,DE,Lower SN
49.9603,9.7724,Germany,DE,Bayern
49.5656,8.8437,Germany,DE,Hessen
51.0299,9.4026,Germany,DE,Hessen
47.4921,11.0958,Germany,DE,Bayern
