;;;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr;Schuljahr
;;;2009/10;2009/10;2009/10;2010/11;2010/11;2010/11;2011/12;2011/12;2011/12;2012/13;2012/13;2012/13;2013/14;2013/14;2013/14;2014/15;2014/15;2014/15;2015/16;2015/16;2015/16;2016/17;2016/17;2016/17;2017/18;2017/18;2017/18;2018/19;2018/19;2018/19;2019/20;2019/20;2019/20;2020/21;2020/21;2020/21
;;;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht
;;;männlich;weiblich;Insgesamt;männlich;weiblich;Insgesamt;männlich;weiblich;Insgesamt;männlich;weiblich;Insgesamt;männlich;weiblich;Insgesamt;männlich;weiblich;Insgesamt;männlich;weiblich;Insgesamt;männlich;weiblich;Insgesamt;männlich;weiblich;Insgesamt;männlich;weiblich;Insgesamt;männlich;weiblich;Insgesamt;männlich;weiblich;Insgesamt
Bayern;Gymnasien (G9);Hauptschulabschluss;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Bayern;Gymnasien (G9);Mittlerer Schulabschluss;701;557;1258;261;153;414;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Bayern;Gymnasien (G9);Fachhochschulreife;5;12;17;-;3;3;5;1;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Bayern;Gymnasien (G9);Allgemeine Hochschulreife;15885;19043;34928;17147;19824;36971;3;4;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Bayern;Gymnasien (G9);Insgesamt;16591;19612;36203;17408;19980;37388;8;5;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;-;1;1;2;2;4
Bayern;Gymnasien (G8);Ohne Hauptschulabschluss;117;78;195;131;68;199;97;100;197;101;79;180;101;79;180;79;45;124;71;51;122;66;38;104;76;37;113;54;43;97;23;22;45;37;32;69
Bayern;Gymnasien (G8);Hauptschulabschluss;240;167;407;261;209;470;283;257;540;269;225;494;269;225;494;215;184;399;241;179;420;256;191;447;268;195;463;227;156;383;121;104;225;117;110;227
Bayern;Gymnasien (G8);Mittlerer Schulabschluss;1055;1184;2239;1479;1391;2870;1939;1797;3736;2040;1940;3980;2040;1940;3980;1850;1750;3600;1939;1726;3665;1774;1644;3418;1661;1575;3236;1774;1589;3363;1398;1466;2864;1336;1404;2740
Bayern;Gymnasien (G8);Fachhochschulreife;-;-;-;-;-;-;-;-;-;-;1;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Bayern;Gymnasien (G8);Allgemeine Hochschulreife;-;-;-;14066;17081;31147;16713;19303;36016;17022;19806;36828;17022;19806;36828;17528;20486;38014;17596;20649;38245;17798;20613;38411;17233;20578;37811;16517;19762;36279;14989;18073;33062;15560;18678;34238
Bayern;Gymnasien (G8);Insgesamt;1412;1429;2841;15937;18749;34686;19032;21457;40489;19432;22051;41483;19432;22051;41483;19672;22465;42137;19847;22605;42452;19894;22486;42380;19238;22385;41623;18572;21550;40122;16531;19665;36196;17050;20224;37274
Bayern;Integrierte Gesamtschulen;Ohne Hauptschulabschluss;5;3;8;6;6;12;4;2;6;7;7;14;5;1;6;9;6;15;4;2;6;4;2;6;4;-;4;3;-;3;1;2;3;-;3;3
Bayern;Integrierte Gesamtschulen;Hauptschulabschluss;40;27;67;33;33;66;53;41;94;40;31;71;46;26;72;49;34;83;43;27;70;43;27;70;58;40;98;54;46;100;76;33;109;61;37;98
Bayern;Integrierte Gesamtschulen;Mittlerer Schulabschluss;104;112;216;106;109;215;105;91;196;125;103;228;126;145;271;125;124;249;118;123;241;118;123;241;78;92;170;100;105;205;71;87;158;63;92;155
Bayern;Integrierte Gesamtschulen;Fachhochschulreife;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Bayern;Integrierte Gesamtschulen;Allgemeine Hochschulreife;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
